x,y,bombed,empty,0 0,0 1,0 2,1 0,1 1,1 2,2 0,2 1,2 2,
1,2,434,338,2,2,-2,-2,-2,-2,-2,-2,-2,
0,1,0,3748,-4,-2,-2,-4,-2,2,-4,0,-2,
1,0,0,13272,2,2,-2,0,-2,-2,-4,-4,-4,
0,2,168,25,-4,-2,-2,-4,-2,-2,-4,2,2,
2,2,0,1975,1,0,0,-2,-2,0,-2,-2,-2,
6,6,0,976,0,-2,-2,0,-2,-2,1,2,-2,
2,4,0,5769,0,1,1,2,-2,-2,-2,-2,-2,
3,2,408,321,2,-2,-2,2,-2,-2,-2,-2,-2,
2,1,0,938,0,0,-2,0,-2,-2,0,1,-2,
1,3,0,63249,-2,-2,-2,0,-2,-2,0,0,0,
3,2,0,2702,2,3,-2,0,-2,-2,1,-2,-2,
6,5,0,2001,0,0,0,3,-2,-2,-2,-2,-2,
4,6,0,94,-2,-2,0,-2,-2,0,-2,-2,3,
4,5,0,2372,-2,0,0,-2,-2,3,-2,-2,-2,
4,4,83,47,-2,2,3,-2,-2,-2,-2,-2,-2,
3,5,51,17,1,3,-2,1,-2,-2,-2,-2,-2,
1,4,0,324,1,1,0,-2,-2,2,-2,-2,-2,
0,4,306,6,-4,1,1,-4,-2,3,-4,-2,-2,
4,6,0,3215,-2,-2,0,-2,-2,0,-2,-2,2,
0,1,303,244,-4,-2,-2,-4,-2,-2,-4,2,-2,
0,1,27,79,-4,-2,-2,-4,-2,2,-4,1,-2,
0,1,40,369,-4,-2,-2,-4,-2,1,-4,1,-2,
7,6,0,25,1,0,-4,1,-2,-4,0,-2,-4,
7,5,2595,9503,1,1,-4,-2,-2,-4,-2,-2,-4,
5,5,9806,35928,-2,-2,2,-2,-2,-2,-2,-2,-2,
5,6,66,238,-2,-2,1,-2,-2,2,-2,2,-2,
2,1,0,1482,0,-2,-2,0,-2,-2,0,1,-2,
5,7,17,124,-4,-4,-4,1,-2,1,2,-2,-2,
0,1,0,8933,-4,-2,-2,-4,-2,1,-4,0,-2,
0,0,770,5759,-4,1,-2,-4,-2,-2,-4,-4,-4,
1,1,0,287,0,0,1,1,-2,-2,1,-2,-2,
6,7,26,2,-4,-4,-4,-2,-2,2,-2,4,-2,
1,2,0,451,-2,-2,-2,-2,-2,-2,0,0,-2,
0,2,0,14991,-4,-2,-2,-4,-2,1,-4,0,0,
1,3,159,154,-2,-2,-2,1,-2,-2,1,1,1,
5,5,9,4,-2,1,1,-2,-2,2,-2,1,-2,
5,6,12,2,-2,-2,1,-2,-2,2,-2,4,-2,
2,6,313,13,1,2,-2,3,-2,-2,-2,-2,-2,
5,6,0,3665,-2,-2,1,-2,-2,2,-2,0,-2,
1,5,140,56,1,1,1,-2,-2,1,-2,-2,1,
3,5,73,4,1,3,-2,3,-2,-2,-2,-2,-2,
5,6,407,3462,-2,-2,1,-2,-2,2,-2,1,-2,
5,6,19,11,-2,-2,1,-2,-2,2,-2,3,-2,
0,2,0,5372,-4,-2,-2,-4,-2,0,-4,0,0,
2,1,0,383,0,-2,-2,0,-2,-2,0,2,-2,
1,3,0,8167,-2,-2,-2,-2,-2,-2,0,0,1,
2,3,0,95751,-2,-2,-2,1,-2,-2,0,1,-2,
3,0,238,30,2,-2,-2,2,-2,-2,-4,-4,-4,
2,0,0,44,0,-2,-2,-2,-2,-2,-4,-4,-4,
1,0,0,120,0,0,-2,0,-2,0,-4,-4,-4,
1,3,0,10050,-2,-2,-2,-2,-2,-2,0,0,0,
1,0,0,383,-2,-2,-2,0,-2,-2,-4,-4,-4,
6,7,23,7,-4,-4,-4,-2,-2,3,-2,-2,-2,
5,6,79,56,-2,-2,1,-2,-2,1,-2,-2,3,
7,6,0,2542,0,0,-4,3,-2,-4,-2,-2,-4,
5,7,0,1107,-4,-4,-4,-2,-2,0,-2,-2,3,
4,5,10,6,-2,1,1,-2,-2,2,-2,2,-2,
1,3,0,15936,0,1,2,1,-2,-2,-2,-2,-2,
4,5,0,833,1,-2,-2,0,-2,-2,2,-2,-2,
6,5,1545,5658,-2,2,-2,-2,-2,-2,-2,-2,-2,
4,5,0,3829,1,-2,-2,0,-2,-2,1,-2,-2,
4,6,145,31175,-2,-2,1,-2,-2,2,-2,-2,1,
4,7,78,1,-4,-4,-4,-2,-2,1,-2,4,2,
2,4,118,32,1,1,1,1,-2,-2,2,-2,-2,
1,7,21,31,-4,-4,-4,2,-2,-2,-2,-2,3,
3,4,0,4096,-2,3,0,-2,-2,0,-2,-2,-2,
4,3,0,37130,2,0,0,-2,-2,-2,-2,-2,-2,
7,6,61,70,-2,2,-4,-2,-2,-4,-2,-2,-4,
1,0,724,5741,-2,-2,-2,1,-2,-2,-4,-4,-4,
1,1,149,107,-2,-2,-2,2,-2,-2,1,1,-2,
7,6,0,1155,1,0,-4,2,-2,-4,1,-2,-4,
3,0,0,195,1,-2,-2,0,-2,-2,-4,-4,-4,
2,6,98,11,1,-2,-2,1,-2,-2,1,3,-2,
2,5,322,71,2,3,-2,-2,-2,-2,-2,-2,-2,
1,5,0,17391,0,0,2,1,-2,-2,-2,-2,-2,
3,6,0,9807,0,2,-2,0,-2,-2,1,-2,-2,
4,6,0,39955,-2,1,0,-2,-2,0,-2,-2,1,
1,1,0,4163,-2,-2,-2,-2,-2,-2,0,1,-2,
0,1,0,8825,-4,-2,-2,-4,-2,1,-4,0,1,
1,1,5125,45635,-2,-2,-2,-2,-2,-2,1,1,-2,
2,5,182,34,1,2,-2,1,-2,-2,2,-2,-2,
5,6,105,13,-2,-2,1,-2,-2,1,-2,2,2,
1,3,13,2,1,1,1,-2,-2,4,-2,-2,-2,
1,2,1217,4590,-2,-2,-2,-2,-2,-2,1,1,1,
0,2,98,56,-4,-2,-2,-4,-2,1,-4,1,1,
2,1,0,1339,1,-2,-2,0,-2,-2,0,0,-2,
0,2,484,28,-4,-2,-2,-4,-2,2,-4,1,1,
3,6,4090,29937,-2,-2,-2,1,-2,-2,-2,-2,-2,
2,5,511,112,2,-2,-2,2,-2,-2,2,-2,-2,
2,4,0,617,-2,-2,0,-2,-2,0,-2,2,0,
2,5,0,2442,-2,-2,0,-2,-2,0,-2,1,0,
1,6,201,2070,1,-2,-2,-2,-2,-2,-2,-2,1,
2,7,0,14,-4,-4,-4,1,-2,0,1,-2,0,
2,6,0,47,1,0,0,1,-2,0,-2,1,0,
2,2,0,8652,-2,2,0,-2,-2,2,-2,-2,-2,
2,1,0,372,-2,-2,-2,0,-2,-2,-2,-2,-2,
1,0,0,61677,0,0,0,0,-2,-2,-4,-4,-4,
2,2,0,8065,-2,-2,-2,1,-2,-2,0,0,2,
2,0,0,10849,0,0,2,0,-2,-2,-4,-4,-4,
3,2,0,4162,-2,-2,-2,2,-2,-2,0,2,-2,
1,3,0,8441,-2,-2,-2,-2,-2,-2,0,1,2,
2,3,18,3,-2,-2,-2,1,-2,-2,1,2,3,
7,6,0,23646,2,0,-4,-2,-2,-4,-2,-2,-4,
0,2,0,7127,-4,-2,-2,-4,-2,2,-4,0,1,
2,0,0,81,0,0,-2,0,-2,1,-4,-4,-4,
3,5,362,93,2,-2,-2,3,-2,-2,-2,-2,-2,
1,0,0,41676,0,0,1,0,-2,-2,-4,-4,-4,
0,3,0,33906,-4,-2,-2,-4,-2,-2,-4,-2,0,
0,2,0,81,-4,1,-2,-4,-2,0,-4,0,0,
3,4,140,16,2,-2,-2,2,-2,-2,3,-2,-2,
4,5,0,10579,-2,-2,1,-2,-2,0,-2,-2,-2,
4,6,0,3285,-2,-2,1,-2,-2,1,-2,0,0,
1,1,0,235,0,1,1,1,-2,-2,1,-2,-2,
2,1,88,19,1,1,1,3,-2,-2,-2,-2,-2,
2,5,311,241,2,2,1,-2,-2,-2,-2,-2,-2,
2,5,0,822,-2,-2,1,-2,-2,1,-2,2,0,
1,6,52,188,1,-2,-2,-2,-2,-2,-2,-2,2,
5,5,60,7,1,1,1,-2,-2,1,-2,-2,3,
0,2,0,3745,-4,-2,-2,-4,-2,2,-4,0,0,
3,0,5279,56257,1,-2,-2,-2,-2,-2,-4,-4,-4,
2,5,29,82,2,1,-2,-2,-2,-2,-2,-2,-2,
2,5,57,31,2,2,-2,1,-2,-2,-2,-2,-2,
5,6,380,278,2,-2,-2,2,-2,-2,1,-2,-2,
2,5,382,12,1,1,1,2,-2,1,-2,-2,-2,
2,4,58,5,1,1,1,1,-2,2,-2,-2,-2,
1,5,115,37,1,1,1,-2,-2,1,-2,-2,2,
4,4,31,13,-2,1,1,-2,-2,2,-2,-2,2,
4,6,137,116,-2,-2,1,-2,-2,1,-2,1,1,
5,4,239,16,1,2,2,2,-2,-2,-2,-2,-2,
5,6,0,23534,-2,-2,-2,1,-2,-2,0,2,-2,
0,2,0,159,-4,0,-2,-4,-2,0,-4,0,0,
0,6,50,182,-4,2,-2,-4,-2,-2,-4,2,-2,
3,5,59,7,1,2,-2,1,-2,-2,3,-2,-2,
4,6,0,418,1,-2,-2,1,-2,-2,0,2,-2,
3,3,0,1448,2,0,-2,-2,-2,-2,-2,-2,-2,
1,4,116,13,1,1,1,-2,-2,2,-2,-2,2,
2,7,572,1,-4,-4,-4,1,-2,3,1,2,-2,
1,0,0,2665,0,1,-2,0,-2,1,-4,-4,-4,
1,6,42,26,1,-2,-2,-2,-2,-2,-2,-2,3,
1,7,8,4,-4,-4,-4,1,-2,-2,-2,4,-2,
7,0,16296,91720,-2,-2,-4,-2,-2,-4,-4,-4,-4,
6,1,6338,54396,-2,-2,-2,-2,-2,-2,-2,-2,1,
2,7,53,155,-4,-4,-4,1,-2,-2,2,-2,2,
2,6,10,10,1,1,-2,2,-2,2,-2,-2,-2,
1,4,468,79,2,2,2,-2,-2,-2,-2,-2,-2,
6,1,0,269207,-2,-2,-2,-2,-2,-2,-2,-2,0,
7,1,0,44508,-2,-2,-4,1,-2,-4,-2,0,-4,
6,0,0,77526,-2,1,1,-2,-2,0,-4,-4,-4,
6,2,177,1241,-2,-2,-2,2,-2,-2,-2,1,1,
5,5,0,2956,-2,-2,1,-2,-2,1,-2,1,0,
5,6,191,57,-2,-2,1,-2,-2,1,-2,2,1,
2,5,0,7307,1,1,1,0,-2,-2,-2,-2,-2,
3,7,604,6406,-4,-4,-4,-2,-2,-2,1,1,-2,
2,7,13197,0,-4,-4,-4,1,-2,1,1,1,1,
3,5,540,1541,1,-2,-2,3,-2,-2,-2,-2,-2,
3,6,10,5,1,-2,-2,1,-2,-2,3,2,-2,
2,1,0,110,2,1,-2,0,-2,-2,0,1,-2,
7,1,0,27272,-2,-2,-4,0,-2,-4,-2,0,-4,
6,0,0,91485,-2,0,0,-2,-2,0,-4,-4,-4,
6,2,0,22593,-2,-2,-2,0,-2,-2,-2,0,0,
7,2,0,50608,-2,-2,-4,1,-2,-4,0,0,-4,
5,1,0,18027,-2,0,1,-2,-2,0,-2,-2,0,
5,3,0,8639,-2,-2,-2,1,-2,-2,-2,0,1,
6,3,0,18310,-2,-2,-2,1,-2,-2,0,1,1,
4,2,0,49559,-2,1,1,-2,-2,0,-2,-2,0,
7,3,287,26,-2,-2,-4,2,-2,-4,1,1,-4,
3,6,8,4,1,-2,-2,1,-2,-2,3,3,-2,
7,2,0,55830,-2,-2,-4,0,-2,-4,0,0,-4,
5,0,0,209,-2,-2,0,-2,-2,0,-4,-4,-4,
5,1,0,4346,-2,0,0,-2,-2,0,-2,0,0,
5,3,0,29765,-2,-2,-2,1,-2,-2,-2,0,0,
4,1,0,3025,-2,0,0,-2,-2,0,-2,1,0,
4,4,4884,43561,-2,-2,-2,-2,-2,-2,-2,1,1,
5,5,8,55,-2,1,1,-2,-2,-2,1,-2,-2,
4,5,270,2039,-2,-2,1,-2,-2,1,-2,1,-2,
5,4,96,9,1,1,-2,1,-2,-2,1,1,1,
7,6,0,545,1,0,-4,2,-2,-4,2,-2,-4,
2,4,0,12183,1,0,2,-2,-2,-2,-2,-2,-2,
5,4,13,14,-2,-2,1,-2,-2,1,-2,1,2,
7,6,0,45,0,0,-4,2,-2,-4,2,-2,-4,
5,6,0,255,-2,0,0,-2,-2,2,-2,-2,2,
5,5,76,41,-2,1,2,-2,-2,2,-2,-2,-2,
7,7,0,5366,-4,-4,-4,0,-2,-4,-2,-2,-4,
7,7,0,6094,-4,-4,-4,0,-2,-4,1,1,-4,
3,1,0,53074,2,-2,-2,1,-2,-2,0,-2,-2,
0,4,617,2947,-4,1,1,-4,-2,-2,-4,-2,2,
1,7,55,285,-4,-4,-4,1,-2,-2,-2,-2,3,
5,5,246,510,-2,3,1,-2,-2,-2,-2,-2,-2,
7,6,84,290,-2,-2,-4,2,-2,-4,1,-2,-4,
4,7,41,16,-4,-4,-4,-2,-2,1,1,1,1,
6,0,0,83463,-2,1,0,-2,-2,0,-4,-4,-4,
6,2,0,1699,-2,-2,-2,1,-2,-2,-2,1,0,
7,2,0,54669,-2,-2,-4,1,-2,-4,1,0,-4,
5,0,105,44,-2,1,1,-2,-2,1,-4,-4,-4,
2,6,174,58,1,-2,-2,1,-2,-2,1,1,1,
2,6,98,489,1,1,-2,1,-2,2,1,-2,-2,
2,2,42,17,-2,-2,-2,1,-2,-2,1,3,-2,
7,5,0,7339,1,0,-4,0,-2,-4,-2,-2,-4,
5,5,0,63233,-2,1,1,-2,-2,0,-2,-2,-2,
5,7,64,319,-4,-4,-4,1,-2,1,-2,1,1,
1,0,0,3,0,1,-2,0,-2,0,-4,-4,-4,
7,1,567,3358,-2,-2,-4,2,-2,-4,-2,1,-4,
6,1,10300,37738,-2,-2,-2,-2,-2,-2,-2,-2,2,
6,0,1087,58,-2,2,1,-2,-2,1,-4,-4,-4,
3,2,0,8517,3,-2,-2,1,-2,-2,0,-2,-2,
3,1,0,9952,1,3,-2,0,-2,-2,0,-2,-2,
3,3,97,1,-2,-2,-2,3,-2,-2,1,3,-2,
3,5,40,100,2,-2,-2,1,-2,-2,-2,-2,-2,
7,4,5429,24231,2,-2,-4,-2,-2,-4,-2,-2,-4,
7,5,0,311,1,0,-4,2,-2,-4,-2,2,-4,
2,4,0,10877,1,0,1,2,-2,-2,-2,-2,-2,
0,4,213,1,-4,1,1,-4,-2,2,-4,2,-2,
2,3,0,15136,1,0,1,1,-2,-2,-2,-2,-2,
1,3,0,2027,-2,-2,-2,-2,-2,-2,0,0,2,
3,2,69,5,3,-2,-2,2,-2,-2,1,1,-2,
4,7,10,3,-4,-4,-4,2,-2,1,-2,1,1,
3,6,2194,8037,-2,-2,-2,2,-2,-2,-2,-2,-2,
2,7,297,3,-4,-4,-4,1,-2,-2,1,2,2,
7,1,1734,14918,-2,-2,-4,-2,-2,-4,-2,1,-4,
2,4,0,2749,0,1,2,2,-2,-2,-2,-2,-2,
7,1,0,352,-2,-2,-4,-2,-2,-4,-2,0,-4,
1,1,315,91,-2,-2,-2,3,-2,-2,2,-2,-2,
0,2,0,284,-4,-2,-2,-4,-2,0,-4,0,1,
2,1,237,22,1,2,-2,1,-2,-2,1,1,-2,
1,4,3,186,-2,1,0,1,-2,-2,-2,-2,-2,
0,5,14635,0,-4,1,1,-4,-2,1,-4,1,1,
6,1,0,9531,-2,-2,-2,-2,-2,0,-2,-2,0,
6,2,0,26043,-2,-2,-2,-2,-2,-2,-2,0,0,
5,1,0,2228,-2,1,0,-2,-2,0,-2,0,0,
5,3,0,192445,-2,-2,-2,-2,-2,-2,-2,1,0,
6,3,0,39286,-2,-2,-2,1,-2,-2,1,0,0,
6,3,0,989,0,0,0,0,-2,-2,0,-2,-2,
6,0,0,18043,-2,2,0,-2,-2,0,-4,-4,-4,
6,2,0,49701,-2,-2,-2,-2,-2,-2,-2,2,0,
7,2,0,3410,-2,-2,-4,3,-2,-4,2,0,-4,
5,2,161,59,-2,-2,-2,-2,-2,3,-2,-2,2,
3,5,0,9722,-2,-2,1,-2,-2,0,-2,-2,1,
1,3,0,25291,-2,-2,-2,-2,-2,-2,0,1,1,
7,6,0,1,1,0,-4,2,-2,-4,-2,0,-4,
1,4,0,3028,0,0,2,2,-2,-2,-2,-2,-2,
3,5,119,8,1,1,-2,2,-2,-2,3,-2,-2,
1,7,13,124,-4,-4,-4,1,-2,-2,-2,-2,1,
1,6,31,265,1,1,-2,-2,-2,1,-2,-2,-2,
2,7,0,118,-4,-4,-4,1,-2,0,2,1,1,
2,5,66,27,2,1,1,-2,-2,1,-2,-2,-2,
7,2,77,49,-2,-2,-4,1,-2,-4,1,1,-4,
7,6,0,281,1,0,-4,2,-2,-4,-2,1,-4,
2,7,29,1,-4,-4,-4,1,-2,-2,1,1,4,
4,6,0,13947,-2,1,0,-2,-2,1,-2,-2,1,
2,4,271,29,2,3,2,-2,-2,-2,-2,-2,-2,
6,0,0,47253,-2,2,1,-2,-2,0,-4,-4,-4,
6,2,429,1265,-2,-2,-2,-2,-2,-2,-2,2,1,
3,7,0,470,-4,-4,-4,-2,-2,0,1,-2,-2,
0,3,56,169,-4,1,2,-4,-2,-2,-4,1,-2,
1,3,546,16,1,2,-2,1,-2,-2,1,2,-2,
2,1,0,488,2,-2,-2,1,-2,-2,0,0,-2,
3,4,106,12,2,2,3,-2,-2,-2,-2,-2,-2,
3,7,141,543,-4,-4,-4,1,-2,2,1,-2,-2,
3,6,128,15,1,1,2,1,-2,-2,2,-2,-2,
4,7,0,1444,-4,-4,-4,0,-2,0,-2,0,0,
7,5,0,40,0,0,-4,2,-2,-4,-2,1,-4,
6,4,35,5,2,2,1,-2,-2,1,-2,-2,-2,
4,5,0,15564,-2,0,1,-2,-2,2,-2,-2,-2,
4,4,163,114,2,1,2,-2,-2,-2,-2,-2,-2,
2,3,180,29,1,-2,-2,1,-2,-2,1,1,2,
2,1,0,15911,2,2,-2,0,-2,-2,0,-2,-2,
1,3,469,14,-2,-2,-2,2,-2,-2,1,2,2,
2,4,0,12321,-2,-2,-2,2,-2,-2,0,0,-2,
3,3,0,2270,2,-2,-2,0,-2,-2,0,-2,-2,
0,6,36,150,-4,1,-2,-4,-2,-2,-4,2,-2,
1,5,182,1,2,-2,-2,2,-2,-2,1,2,2,
2,1,0,1304,0,3,-2,0,-2,-2,0,-2,-2,
1,3,0,60,-2,-2,-2,-2,-2,-2,0,0,3,
2,3,0,1209,-2,-2,-2,1,-2,-2,0,3,-2,
3,3,60,18,-2,-2,-2,3,-2,-2,3,-2,-2,
2,4,441,11,1,1,1,2,-2,2,-2,-2,-2,
2,5,52,6,1,1,1,2,-2,-2,3,-2,-2,
5,4,20,6,1,1,1,1,-2,1,-2,-2,-2,
6,0,0,214,-2,-2,1,-2,-2,0,-4,-4,-4,
6,1,0,22814,-2,-2,-2,-2,-2,1,-2,1,0,
7,2,0,35473,-2,-2,-4,2,-2,-4,1,0,-4,
5,2,701,2121,-2,-2,-2,-2,-2,2,-2,-2,1,
5,1,95,36,-2,2,2,-2,-2,1,-2,-2,1,
5,6,158,143,-2,-2,2,-2,-2,2,-2,-2,-2,
4,3,0,15100,2,0,1,-2,-2,-2,-2,-2,-2,
6,0,0,273,-2,-2,-2,-2,-2,0,-4,-4,-4,
4,1,0,15543,-2,-2,1,-2,-2,0,-2,-2,0,
4,2,0,5274,-2,-2,-2,-2,-2,1,-2,2,0,
2,1,0,20760,1,0,-2,0,-2,-2,0,-2,-2,
1,3,0,77239,-2,-2,-2,-2,-2,-2,1,1,0,
7,7,864,7224,-4,-4,-4,1,-2,-4,-2,-2,-4,
0,5,4666,52489,-4,-2,-2,-4,-2,-2,-4,-2,1,
0,6,32,45,-4,2,-2,-4,-2,-2,-4,1,-2,
2,2,625,1901,1,3,-2,-2,-2,-2,-2,-2,-2,
3,3,7,1,1,1,-2,3,-2,-2,3,-2,-2,
6,3,0,12815,-2,-2,-2,2,-2,-2,0,0,0,
4,4,30,6,-2,-2,-2,-2,-2,-2,3,1,2,
3,5,36,2,1,4,-2,1,-2,-2,-2,-2,-2,
6,1,396,1093,-2,-2,-2,-2,-2,3,-2,-2,1,
3,6,13533,49582,-2,-2,-2,-2,-2,-2,2,-2,-2,
2,6,100,2,1,1,-2,1,-2,2,1,2,-2,
1,4,0,927,-2,-2,-2,-2,-2,1,0,0,0,
0,5,36,4,-4,1,1,-4,-2,2,-4,1,-2,
5,0,20,21,-2,1,2,-2,-2,1,-4,-4,-4,
2,2,245,14,-2,2,1,-2,-2,3,-2,-2,-2,
7,5,647,1908,2,1,-4,-2,-2,-4,-2,-2,-4,
5,1,0,6095,-2,-2,-2,-2,-2,0,-2,0,0,
7,2,0,228,-2,-2,-4,-2,-2,-4,0,0,-4,
6,2,0,260,-2,-2,-2,-2,-2,0,0,0,0,
5,2,0,18938,-2,-2,-2,-2,-2,1,-2,0,0,
5,3,22,6,-2,-2,-2,-2,-2,1,3,1,1,
4,7,140,1,-4,-4,-4,1,-2,-2,1,2,3,
1,5,15,2,1,1,3,-2,-2,3,-2,-2,-2,
3,6,20,24,1,-2,1,1,-2,-2,2,-2,-2,
0,4,49,117,-4,1,2,-4,-2,-2,-4,-2,2,
1,7,7,5,-4,-4,-4,1,-2,1,-2,-2,-2,
4,2,0,5406,2,1,-2,0,-2,-2,-2,-2,-2,
0,5,128,166,-4,1,3,-4,-2,-2,-4,-2,-2,
2,5,167,19,1,1,2,1,-2,-2,1,-2,-2,
3,6,110,8,-2,-2,1,-2,-2,1,-2,3,2,
7,5,24,3,1,1,-4,1,-2,-4,3,-2,-4,
0,4,66,2,-4,2,2,-4,-2,-2,-4,2,-2,
5,1,0,12971,-2,-2,-2,-2,-2,0,-2,1,0,
6,2,0,2490,-2,-2,-2,-2,-2,-2,2,0,0,
5,2,0,3472,-2,-2,-2,-2,-2,0,-2,2,0,
4,1,222,208,-2,-2,2,-2,-2,2,-2,-2,1,
2,5,179,20,1,1,1,2,-2,-2,2,-2,-2,
2,1,348,547,2,-2,-2,1,-2,-2,1,-2,-2,
1,2,246,491,-2,-2,-2,-2,-2,-2,1,1,2,
4,5,0,1143,-2,-2,0,-2,-2,2,-2,-2,-2,
4,6,0,262,-2,-2,0,-2,-2,0,-2,1,2,
1,7,0,4219,-4,-4,-4,1,-2,0,-2,-2,-2,
2,5,0,2665,1,0,0,-2,-2,1,-2,-2,-2,
4,4,143,12,1,1,2,-2,-2,3,-2,-2,-2,
7,4,44,15,2,2,-4,-2,-2,-4,-2,-2,-4,
5,5,27,55,-2,-2,2,-2,-2,1,-2,-2,-2,
2,6,18,69,1,-2,-2,2,-2,-2,-2,-2,1,
7,6,0,85,2,0,-4,4,-2,-4,-2,-2,-4,
5,7,12,2,-4,-4,-4,-2,-2,2,-2,-2,4,
3,5,134,1,2,-2,-2,2,-2,-2,1,3,-2,
5,2,24,62,-2,-2,-2,-2,-2,1,-2,1,1,
7,6,0,1240,2,0,-4,3,-2,-4,-2,-2,-4,
1,3,0,43006,-2,-2,-2,0,-2,-2,0,0,1,
0,6,44,145,-4,1,-2,-4,-2,-2,-4,1,-2,
1,5,0,285,1,-2,-2,1,-2,-2,0,0,0,
2,5,0,34026,-2,-2,-2,1,-2,-2,0,0,1,
1,5,513,21,2,2,1,-2,-2,2,-2,-2,-2,
4,6,0,261,-2,-2,0,-2,-2,0,-2,2,2,
3,6,216,1677,-2,-2,-2,-2,-2,1,-2,-2,2,
4,7,0,894,-4,-4,-4,-2,-2,0,1,1,0,
2,6,3283,15488,-2,-2,-2,-2,-2,1,-2,-2,-2,
3,7,0,2849,-4,-4,-4,-2,-2,0,1,1,1,
2,7,0,37,-4,-4,-4,1,-2,0,1,1,1,
2,1,30,4,2,2,-2,2,-2,-2,2,-2,-2,
2,3,37,13,1,1,-2,1,-2,-2,1,1,-2,
2,6,23,10,1,-2,-2,2,-2,-2,-2,-2,3,
2,5,16,1,1,2,-2,1,-2,-2,4,-2,-2,
6,4,60,630,-2,1,1,-2,-2,-2,-2,-2,1,
7,4,12,6,1,1,-4,1,-2,-4,-2,1,-4,
2,6,586,18,2,-2,-2,2,-2,-2,1,2,-2,
4,5,47,9,1,3,-2,1,-2,-2,2,-2,-2,
2,4,13,2,1,1,3,-2,-2,2,-2,-2,-2,
3,6,0,8713,-2,2,0,-2,-2,0,-2,-2,1,
4,4,42,6,3,1,1,-2,-2,2,-2,-2,-2,
5,7,48,34,-4,-4,-4,-2,-2,1,2,1,1,
3,6,87,10,1,-2,-2,1,-2,-2,1,1,3,
7,1,17,8,-2,-2,-4,2,-2,-4,-2,2,-4,
7,5,76,53,1,1,-4,1,-2,-4,1,-2,-4,
4,3,50,16,-2,1,2,-2,-2,3,-2,-2,-2,
2,1,0,46273,1,2,-2,0,-2,-2,0,-2,-2,
2,7,132,483,-4,-4,-4,1,-2,-2,1,-2,3,
2,6,41,1,1,1,-2,1,-2,3,1,2,-2,
1,6,56,266,2,-2,-2,-2,-2,-2,-2,-2,1,
1,4,471,3697,-2,1,1,1,-2,-2,-2,-2,-2,
2,3,48,7,1,1,1,1,-2,-2,3,-2,-2,
6,3,0,736,0,0,0,0,-2,-2,1,-2,-2,
2,6,0,290,1,1,0,-2,-2,0,-2,-2,0,
7,1,0,17084,-2,-2,-4,2,-2,-4,-2,0,-4,
6,2,30,75,-2,-2,-2,2,-2,-2,-2,2,1,
7,2,42,13,-2,-2,-4,2,-2,-4,2,1,-4,
1,4,65,659,-2,1,0,2,-2,-2,-2,-2,-2,
0,5,3475,0,-4,1,1,-4,-2,1,-4,2,2,
2,6,52,6,2,-2,-2,2,-2,-2,1,1,-2,
5,0,0,3532,-2,-2,0,-2,-2,-2,-4,-4,-4,
6,0,0,43,-2,0,0,0,-2,0,-4,-4,-4,
6,3,0,9358,-2,-2,-2,-2,-2,-2,1,0,0,
4,2,25,3,-2,-2,3,-2,-2,1,-2,1,1,
6,0,7,1,-2,4,3,-2,-2,1,-4,-4,-4,
4,1,0,326,-2,-2,1,-2,-2,0,-2,1,-2,
5,0,0,8419,1,0,-2,1,-2,-2,-4,-4,-4,
6,1,0,199,1,0,0,0,-2,-2,0,-2,-2,
3,0,3246,13662,-2,-2,1,-2,-2,1,-4,-4,-4,
5,4,0,2278,1,0,1,3,-2,-2,-2,-2,-2,
5,6,14,49,1,-2,1,1,-2,-2,-2,-2,-2,
5,2,0,49389,-2,-2,-2,-2,-2,2,-2,-2,0,
5,1,0,5384,-2,2,2,-2,-2,0,-2,-2,-2,
6,0,0,1112,0,0,0,-2,-2,0,-4,-4,-4,
6,3,273,233,-2,-2,-2,-2,-2,-2,2,2,1,
3,1,161,18,1,3,-2,1,-2,-2,1,-2,-2,
2,6,0,1240,-2,-2,-2,-2,-2,0,-2,-2,2,
1,7,0,1049,-4,-4,-4,1,-2,-2,-2,-2,0,
1,6,0,5827,1,1,-2,-2,-2,0,-2,-2,-2,
2,5,0,720,1,0,0,-2,-2,2,-2,-2,-2,
2,7,0,574,-4,-4,-4,1,-2,0,1,0,0,
2,5,0,259,-2,-2,-2,-2,-2,0,-2,-2,-2,
6,0,0,80,-2,0,0,1,-2,0,-4,-4,-4,
5,1,0,1829,-2,-2,1,-2,-2,0,-2,1,0,
6,3,0,31819,-2,-2,-2,-2,-2,-2,2,1,0,
5,3,95,48,-2,-2,-2,-2,-2,1,-2,2,1,
0,5,131,2,-4,1,1,-4,-2,2,-4,-2,3,
7,2,0,12657,-2,-2,-4,0,-2,-4,1,0,-4,
6,2,23,13,-2,-2,-2,3,-2,-2,-2,2,1,
2,0,0,2537,0,3,-2,0,-2,-2,-4,-4,-4,
3,3,50,168,-2,-2,-2,1,-2,-2,2,-2,-2,
1,2,82,51,-2,-2,-2,-2,-2,-2,1,1,3,
2,0,254,26,1,1,2,1,-2,-2,-4,-4,-4,
3,3,535,1440,-2,-2,-2,3,-2,-2,1,-2,-2,
3,2,13,1,3,4,-2,1,-2,-2,1,-2,-2,
5,1,176,60,-2,2,1,-2,-2,1,-2,-2,1,
